2024-07-24 20:12:06,435 INFO    StreamThr :17714 [internal.py:wandb_internal():86] W&B internal server running at pid: 17714, started at: 2024-07-24 20:12:06.435304
2024-07-24 20:12:06,436 DEBUG   HandlerThread:17714 [handler.py:handle_request():146] handle_request: status
2024-07-24 20:12:06,436 INFO    WriterThread:17714 [datastore.py:open_for_write():87] open: /home/skyr/PycharmProjects/MuAlphaZeroBuild/connect4mz/wandb/run-20240724_201206-qfv5mao1/run-qfv5mao1.wandb
2024-07-24 20:12:06,437 DEBUG   SenderThread:17714 [sender.py:send():379] send: header
2024-07-24 20:12:06,439 DEBUG   SenderThread:17714 [sender.py:send():379] send: run
2024-07-24 20:12:09,005 INFO    SenderThread:17714 [dir_watcher.py:__init__():211] watching files in: /home/skyr/PycharmProjects/MuAlphaZeroBuild/connect4mz/wandb/run-20240724_201206-qfv5mao1/files
2024-07-24 20:12:09,005 INFO    SenderThread:17714 [sender.py:_start_run_threads():1124] run started: qfv5mao1 with start time 1721844726.434847
2024-07-24 20:12:09,009 DEBUG   HandlerThread:17714 [handler.py:handle_request():146] handle_request: check_version
2024-07-24 20:12:09,009 DEBUG   SenderThread:17714 [sender.py:send_request():406] send_request: check_version
2024-07-24 20:12:09,093 DEBUG   HandlerThread:17714 [handler.py:handle_request():146] handle_request: run_start
2024-07-24 20:12:09,098 DEBUG   HandlerThread:17714 [system_info.py:__init__():26] System info init
2024-07-24 20:12:09,098 DEBUG   HandlerThread:17714 [system_info.py:__init__():41] System info init done
2024-07-24 20:12:09,098 INFO    HandlerThread:17714 [system_monitor.py:start():194] Starting system monitor
2024-07-24 20:12:09,098 INFO    SystemMonitor:17714 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-24 20:12:09,098 INFO    HandlerThread:17714 [system_monitor.py:probe():214] Collecting system info
2024-07-24 20:12:09,099 INFO    SystemMonitor:17714 [interfaces.py:start():190] Started cpu monitoring
2024-07-24 20:12:09,099 INFO    SystemMonitor:17714 [interfaces.py:start():190] Started disk monitoring
2024-07-24 20:12:09,099 INFO    SystemMonitor:17714 [interfaces.py:start():190] Started gpu monitoring
2024-07-24 20:12:09,099 INFO    SystemMonitor:17714 [interfaces.py:start():190] Started memory monitoring
2024-07-24 20:12:09,100 INFO    SystemMonitor:17714 [interfaces.py:start():190] Started network monitoring
2024-07-24 20:12:09,108 DEBUG   HandlerThread:17714 [system_info.py:probe():150] Probing system
2024-07-24 20:12:09,109 DEBUG   HandlerThread:17714 [system_info.py:_probe_git():135] Probing git
2024-07-24 20:12:09,112 DEBUG   HandlerThread:17714 [system_info.py:_probe_git():143] Probing git done
2024-07-24 20:12:09,113 DEBUG   HandlerThread:17714 [system_info.py:probe():198] Probing system done
2024-07-24 20:12:09,113 DEBUG   HandlerThread:17714 [system_monitor.py:probe():223] {'os': 'Linux-6.9.3-76060903-generic-x86_64-with-glibc2.35', 'python': '3.11.8', 'heartbeatAt': '2024-07-24T18:12:09.108581', 'startedAt': '2024-07-24T18:12:06.433158', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/skyr/PycharmProjects/MuAlphaZeroBuild/connect4mz/train_mz.py', 'codePathLocal': 'train_mz.py', 'codePath': 'connect4mz/train_mz.py', 'git': {'remote': 'https://github.com/Skirlax/MuAlphaZeroLibrary.git', 'commit': '227623cddd04a34be7fa5aeea28871781e50cbda'}, 'email': 'skirlaxxx@gmail.com', 'root': '/home/skyr/PycharmProjects/MuAlphaZeroBuild', 'host': 'pop-os', 'username': 'skyr', 'executable': '/home/skyr/miniconda3/envs/ai_stuff/bin/python', 'cpu_count': 14, 'cpu_count_logical': 20, 'cpu_freq': {'current': 3.176449999999999, 'min': 800.0, 'max': 4620.0}, 'cpu_freq_per_core': [{'current': 5.1, 'min': 800.0, 'max': 5100.0}, {'current': 0.8, 'min': 800.0, 'max': 5100.0}, {'current': 5.1, 'min': 800.0, 'max': 5100.0}, {'current': 0.8, 'min': 800.0, 'max': 5100.0}, {'current': 5.1, 'min': 800.0, 'max': 5100.0}, {'current': 0.8, 'min': 800.0, 'max': 5100.0}, {'current': 4.235, 'min': 800.0, 'max': 5100.0}, {'current': 0.8, 'min': 800.0, 'max': 5100.0}, {'current': 5.1, 'min': 800.0, 'max': 5100.0}, {'current': 0.8, 'min': 800.0, 'max': 5100.0}, {'current': 5.1, 'min': 800.0, 'max': 5100.0}, {'current': 0.8, 'min': 800.0, 'max': 5100.0}, {'current': 3.901, 'min': 800.0, 'max': 3900.0}, {'current': 3.899, 'min': 800.0, 'max': 3900.0}, {'current': 3.92, 'min': 800.0, 'max': 3900.0}, {'current': 3.9, 'min': 800.0, 'max': 3900.0}, {'current': 3.952, 'min': 800.0, 'max': 3900.0}, {'current': 3.899, 'min': 800.0, 'max': 3900.0}, {'current': 0.8, 'min': 800.0, 'max': 3900.0}, {'current': 3.905, 'min': 800.0, 'max': 3900.0}], 'disk': {'/': {'total': 906.9564056396484, 'used': 160.14692306518555}}, 'gpu': 'NVIDIA GeForce RTX 3070', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3070', 'memory_total': 8589934592}], 'memory': {'total': 31.19853973388672}}
2024-07-24 20:12:09,113 INFO    HandlerThread:17714 [system_monitor.py:probe():224] Finished collecting system info
