2024-05-12 01:00:08,210 INFO    StreamThr :8534 [internal.py:wandb_internal():86] W&B internal server running at pid: 8534, started at: 2024-05-12 01:00:08.209872
2024-05-12 01:00:08,210 DEBUG   HandlerThread:8534 [handler.py:handle_request():146] handle_request: status
2024-05-12 01:00:08,211 INFO    WriterThread:8534 [datastore.py:open_for_write():87] open: /home/skyr/PycharmProjects/MuAlphaZeroBuild/wandb/run-20240512_010008-xwhb4k34/run-xwhb4k34.wandb
2024-05-12 01:00:08,211 DEBUG   SenderThread:8534 [sender.py:send():379] send: header
2024-05-12 01:00:08,213 DEBUG   SenderThread:8534 [sender.py:send():379] send: run
2024-05-12 01:00:08,575 INFO    SenderThread:8534 [dir_watcher.py:__init__():211] watching files in: /home/skyr/PycharmProjects/MuAlphaZeroBuild/wandb/run-20240512_010008-xwhb4k34/files
2024-05-12 01:00:08,575 INFO    SenderThread:8534 [sender.py:_start_run_threads():1124] run started: xwhb4k34 with start time 1715468408.209699
2024-05-12 01:00:08,578 DEBUG   HandlerThread:8534 [handler.py:handle_request():146] handle_request: check_version
2024-05-12 01:00:08,578 DEBUG   SenderThread:8534 [sender.py:send_request():406] send_request: check_version
2024-05-12 01:00:08,652 DEBUG   HandlerThread:8534 [handler.py:handle_request():146] handle_request: run_start
2024-05-12 01:00:08,657 DEBUG   HandlerThread:8534 [system_info.py:__init__():26] System info init
2024-05-12 01:00:08,657 DEBUG   HandlerThread:8534 [system_info.py:__init__():41] System info init done
2024-05-12 01:00:08,657 INFO    HandlerThread:8534 [system_monitor.py:start():194] Starting system monitor
2024-05-12 01:00:08,657 INFO    SystemMonitor:8534 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-12 01:00:08,657 INFO    HandlerThread:8534 [system_monitor.py:probe():214] Collecting system info
2024-05-12 01:00:08,657 INFO    SystemMonitor:8534 [interfaces.py:start():190] Started cpu monitoring
2024-05-12 01:00:08,657 INFO    SystemMonitor:8534 [interfaces.py:start():190] Started disk monitoring
2024-05-12 01:00:08,658 INFO    SystemMonitor:8534 [interfaces.py:start():190] Started gpu monitoring
2024-05-12 01:00:08,658 INFO    SystemMonitor:8534 [interfaces.py:start():190] Started memory monitoring
2024-05-12 01:00:08,658 INFO    SystemMonitor:8534 [interfaces.py:start():190] Started network monitoring
2024-05-12 01:00:08,668 DEBUG   HandlerThread:8534 [system_info.py:probe():150] Probing system
2024-05-12 01:00:08,669 DEBUG   HandlerThread:8534 [system_info.py:_probe_git():135] Probing git
2024-05-12 01:00:08,671 DEBUG   HandlerThread:8534 [system_info.py:_probe_git():143] Probing git done
2024-05-12 01:00:08,671 DEBUG   HandlerThread:8534 [system_info.py:probe():198] Probing system done
