2024-07-24 20:20:54,598 INFO    StreamThr :19923 [internal.py:wandb_internal():86] W&B internal server running at pid: 19923, started at: 2024-07-24 20:20:54.598590
2024-07-24 20:20:54,600 DEBUG   HandlerThread:19923 [handler.py:handle_request():146] handle_request: status
2024-07-24 20:20:54,600 INFO    WriterThread:19923 [datastore.py:open_for_write():87] open: /home/skyr/PycharmProjects/MuAlphaZeroBuild/mu_alpha_zero/wandb/run-20240724_202054-otgxuu0o/run-otgxuu0o.wandb
2024-07-24 20:20:54,600 DEBUG   SenderThread:19923 [sender.py:send():379] send: header
2024-07-24 20:20:54,601 DEBUG   SenderThread:19923 [sender.py:send():379] send: run
2024-07-24 20:20:55,228 INFO    SenderThread:19923 [dir_watcher.py:__init__():211] watching files in: /home/skyr/PycharmProjects/MuAlphaZeroBuild/mu_alpha_zero/wandb/run-20240724_202054-otgxuu0o/files
2024-07-24 20:20:55,228 INFO    SenderThread:19923 [sender.py:_start_run_threads():1124] run started: otgxuu0o with start time 1721845254.598352
2024-07-24 20:20:55,236 DEBUG   HandlerThread:19923 [handler.py:handle_request():146] handle_request: check_version
2024-07-24 20:20:55,236 DEBUG   SenderThread:19923 [sender.py:send_request():406] send_request: check_version
2024-07-24 20:20:55,321 DEBUG   HandlerThread:19923 [handler.py:handle_request():146] handle_request: run_start
2024-07-24 20:20:55,322 DEBUG   HandlerThread:19923 [system_info.py:__init__():26] System info init
2024-07-24 20:20:55,322 DEBUG   HandlerThread:19923 [system_info.py:__init__():41] System info init done
2024-07-24 20:20:55,322 INFO    HandlerThread:19923 [system_monitor.py:start():194] Starting system monitor
2024-07-24 20:20:55,322 INFO    SystemMonitor:19923 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-24 20:20:55,323 INFO    SystemMonitor:19923 [interfaces.py:start():190] Started cpu monitoring
2024-07-24 20:20:55,323 INFO    HandlerThread:19923 [system_monitor.py:probe():214] Collecting system info
2024-07-24 20:20:55,323 INFO    SystemMonitor:19923 [interfaces.py:start():190] Started disk monitoring
2024-07-24 20:20:55,324 INFO    SystemMonitor:19923 [interfaces.py:start():190] Started gpu monitoring
2024-07-24 20:20:55,324 INFO    SystemMonitor:19923 [interfaces.py:start():190] Started memory monitoring
2024-07-24 20:20:55,325 INFO    SystemMonitor:19923 [interfaces.py:start():190] Started network monitoring
